name,location,email,rating,review_count,url,phone_clean,has_email,price,city,region,city_key
Taishusushi Kinga Shinsekai,"3-3-10 Ebisu Higashi, Osaka 556-0002 Osaka Prefecture",,4.8,322.0,https://www.tripadvisor.com/Restaurant_Review-g298566-d26517908-Reviews-Taishusushi_Kinga_Shinsekai-Osaka_Osaka_Prefecture_Kinki.html,81667604762.0,0.0,,Osaka,Prefecture,Osaka
Sushi Fukushima,"1-2-17 Fukushima, Fukushima-ku 1F Meet Me Umeda Nishi, Osaka 553-0003 Osaka Prefecture",tenshow888@gmail.com,5.0,381.0,https://www.tripadvisor.com/Restaurant_Review-g298566-d32810413-Reviews-Sushi_Fukushima-Osaka_Osaka_Prefecture_Kinki.html,818098769876.0,1.0,,Osaka,Prefecture,Osaka
Hanadako,"9-16 Kakudacho, Kita-ku Osaka Shin Umeda Food Street 1F, Osaka 530-0017 Osaka Prefecture",,4.3,251.0,https://www.tripadvisor.com/Restaurant_Review-g298566-d6849027-Reviews-Hanadako-Osaka_Osaka_Prefecture_Kinki.html,81663617518.0,0.0,,Osaka,Prefecture,Osaka
Okonomiyaki Chitose,"1-11-10 Taishi, Nishinari-ku, Osaka 557-0002 Osaka Prefecture",0kk4420.38w621k@gmail.com,4.8,577.0,https://www.tripadvisor.com/Restaurant_Review-g298566-d7439604-Reviews-Okonomiyaki_Chitose-Osaka_Osaka_Prefecture_Kinki.html,81666316002.0,1.0,,Osaka,Prefecture,Osaka
Teppanyaki Ousaka,"1-9-15 Shin Kitano, Yodogawa-Ku Hotel Plaza Osaka 19F, Osaka 532-0025 Osaka Prefecture",,5.0,392.0,https://www.tripadvisor.com/Restaurant_Review-g298566-d9675535-Reviews-Teppanyaki_Ousaka-Osaka_Osaka_Prefecture_Kinki.html,81663031043.0,0.0,,Osaka,Prefecture,Osaka
Saishuan Shiraki,"Funayacho Takeyamachi 420-3, Nakagyo-Ku, Kyoto 604-0985 Kyoto Prefecture",saishuanshiraki@gmail.com,4.8,374.0,https://www.tripadvisor.com/Restaurant_Review-g298564-d11999183-Reviews-Saishuan_Shiraki-Kyoto_Kyoto_Prefecture_Kinki.html,81752135546.0,1.0,,Kyoto,Prefecture,Kyoto
Tajimaya Shijo Kawaramachi,"68 Shincho, Shijodori Kawaramachi Higashiiru, Shimogyo-ku 7F Kyoto Marui Bldg., Kyoto 600-8567 Kyoto Prefecture",,4.7,2097.0,https://www.tripadvisor.com/Restaurant_Review-g298564-d12818266-Reviews-Tajimaya_Shijo_Kawaramachi-Kyoto_Kyoto_Prefecture_Kinki.html,81753545165.0,0.0,,Kyoto,Prefecture,Kyoto
Premium Pound Gion,"570-15 Gionmachi Minamigawa, Higashiyama-Ku, Kyoto 605-0074 Kyoto Prefecture",,4.9,622.0,https://www.tripadvisor.com/Restaurant_Review-g298564-d13124353-Reviews-Premium_Pound_Gion-Kyoto_Kyoto_Prefecture_Kinki.html,81757481029.0,0.0,,Kyoto,Prefecture,Kyoto
Kobe Beef Niyama Teppanyaki,"84-1 Nakajimacho, Nakagyo-Ku, Kyoto 604-8004 Kyoto Prefecture",,4.8,1299.0,https://www.tripadvisor.com/Restaurant_Review-g298564-d15776858-Reviews-Kobe_Beef_Niyama_Teppanyaki-Kyoto_Kyoto_Prefecture_Kinki.html,81757440911.0,0.0,,Kyoto,Prefecture,Kyoto
Kikunoi Honten,"459 Shimokawaracho, Higashiyama-Ku, Kyoto 605-0825 Kyoto Prefecture",,4.3,312.0,https://www.tripadvisor.com/Restaurant_Review-g298564-d1663413-Reviews-Kikunoi_Honten-Kyoto_Kyoto_Prefecture_Kinki.html,81755610015.0,0.0,,Kyoto,Prefecture,Kyoto
Nanzenji Junsei,"Nanzen-ji Temple door front,Sakyo-ku, Kyoto 606-8437 Kyoto Prefecture",,4.0,295.0,https://www.tripadvisor.com/Restaurant_Review-g298564-d1678712-Reviews-Nanzenji_Junsei-Kyoto_Kyoto_Prefecture_Kinki.html,81757612311.0,0.0,,Kyoto,Prefecture,Kyoto
Wagyu Restaurant Bungo Gion,"Shinbashidori Yamotooji Higashiiru Motoyoshicho 56, Higashiyama-ku, Kyoto 605-0087 Kyoto Prefecture",gion.bungo.kyoto@gmail.com,5.0,1782.0,https://www.tripadvisor.com/Restaurant_Review-g298564-d25376252-Reviews-Wagyu_Restaurant_Bungo_Gion-Kyoto_Kyoto_Prefecture_Kinki.html,815030916677.0,1.0,,Kyoto,Prefecture,Kyoto
Fire Ramen Menbaka,"757-2 Minamiiseyacho, Kyoto 602-8153 Kyoto Prefecture",,4.5,1139.0,https://www.tripadvisor.com/Restaurant_Review-g298564-d6520634-Reviews-Fire_Ramen_Menbaka-Kyoto_Kyoto_Prefecture_Kinki.html,815017224118.0,0.0,,Kyoto,Prefecture,Kyoto
Steak House Pound Shijo Kawaramachi,"81 Shincho Shijo-Dori Kobashi Nishi-Iru, Shimogyo-Ku 2F, Kyoto 600-8001 Kyoto Prefecture",poundkawaramachi@yahoo.co.jp,4.7,909.0,https://www.tripadvisor.com/Restaurant_Review-g298564-d7437307-Reviews-Steak_House_Pound_Shijo_Kawaramachi-Kyoto_Kyoto_Prefecture_Kinki.html,81757462983.0,1.0,,Kyoto,Prefecture,Kyoto
Kikyo Sushi,"43 Daimonjicho, Aburakojidori Marutamachi-Sagaru, Nakagyo-ku, Kyoto 604-0071 Kyoto Prefecture",kikyosushikyoto@gmail.com,4.8,561.0,https://www.tripadvisor.com/Restaurant_Review-g298564-d9616696-Reviews-Kikyo_Sushi-Kyoto_Kyoto_Prefecture_Kinki.html,81752317361.0,1.0,,Kyoto,Prefecture,Kyoto
Bonjardim,"Tv. de Santo Antao 11, Lisbon 1150-312 Portugal",,3.8,2509.0,https://www.tripadvisor.com/Restaurant_Review-g189158-d1045670-Reviews-Bonjardim-Lisbon_Lisbon_District_Central_Portugal.html,351213424389.0,0.0,,Lisbon,Portugal,Lisbon
Time Out Market Lisboa,"Avenida 24 de Julho Mercado da Ribeira, Lisbon 1200-479 Portugal",infolisboa@timeout.com,4.3,8262.0,https://www.tripadvisor.com/Restaurant_Review-g189158-d10769801-Reviews-Time_Out_Market_Lisboa-Lisbon_Lisbon_District_Central_Portugal.html,351210607403.0,1.0,,Lisbon,Portugal,Lisbon
The Mill,"Rua Do Poco Dos Negros 1, Lisbon 1200-335 Portugal",info@themill.pt,4.6,542.0,https://www.tripadvisor.com/Restaurant_Review-g189158-d11621004-Reviews-The_Mill-Lisbon_Lisbon_District_Central_Portugal.html,351925680312.0,1.0,,Lisbon,Portugal,Lisbon
Heim Cafe,"Rua De Santos-O-Velho, 2 E 4, Lisbon 1200-812 Portugal",heim.lisbon@gmail.com,4.5,430.0,https://www.tripadvisor.com/Restaurant_Review-g189158-d12073757-Reviews-Heim_Cafe-Lisbon_Lisbon_District_Central_Portugal.html,351212480763.0,1.0,,Lisbon,Portugal,Lisbon
Friends Bairro Alto,"Travessa da Agua da Flor N 17, Lisbon 1200-010 Portugal",friendsbairroalto@gmail.com,4.5,49.0,https://www.tripadvisor.com/Restaurant_Review-g189158-d12368238-Reviews-Friends_Bairro_Alto-Lisbon_Lisbon_District_Central_Portugal.html,351924309235.0,1.0,,Lisbon,Portugal,Lisbon
A Nossa Casa,"Rua da Atalaia No 31, Lisbon 1200-037 Portugal",anossacasa.ba@gmail.com,4.8,1499.0,https://www.tripadvisor.com/Restaurant_Review-g189158-d15087513-Reviews-A_Nossa_Casa-Lisbon_Lisbon_District_Central_Portugal.html,351213420484.0,1.0,,Lisbon,Portugal,Lisbon
Floresta Das Escadinhas,"Rua de Santa Justa N°3, Lisbon 1100-483 Portugal",florestaescadinhas@gmail.com,4.8,7232.0,https://www.tripadvisor.com/Restaurant_Review-g189158-d1520116-Reviews-Floresta_Das_Escadinhas-Lisbon_Lisbon_District_Central_Portugal.html,351218872052.0,1.0,,Lisbon,Portugal,Lisbon
Frade dos Mares,"Av. Dom Carlos I 55A, Lisbon 1200-647 Portugal",geral@fradedosmares.com,4.8,5702.0,https://www.tripadvisor.com/Restaurant_Review-g189158-d2308921-Reviews-Frade_dos_Mares-Lisbon_Lisbon_District_Central_Portugal.html,351213909418.0,1.0,,Lisbon,Portugal,Lisbon
Cervejaria Ramiro,"Avenida Almirante Reis 1, Lisbon 1150-007 Portugal",geral@cervejariaramiro.pt,4.3,10986.0,https://www.tripadvisor.com/Restaurant_Review-g189158-d2703366-Reviews-Cervejaria_Ramiro-Lisbon_Lisbon_District_Central_Portugal.html,218851024.0,1.0,,Lisbon,Portugal,Lisbon
Taberna Anti-Dantas,"Rua de Sao Jose 206 Atrás Do Teatro Tivoli, Lisbon 1150-326 Portugal",tabernantidantas@gmail.com,4.4,1095.0,https://www.tripadvisor.com/Restaurant_Review-g189158-d7247085-Reviews-Taberna_Anti_Dantas-Lisbon_Lisbon_District_Central_Portugal.html,351917494749.0,1.0,,Lisbon,Portugal,Lisbon
LOCO Restaurante,"Rua dos Navegantes, nº53-B, Lisbon 1250-731 Portugal",info@alexandresilva.pt,4.6,371.0,https://www.tripadvisor.com/Restaurant_Review-g189158-d9603630-Reviews-LOCO_Restaurante-Lisbon_Lisbon_District_Central_Portugal.html,351213951861.0,1.0,,Lisbon,Portugal,Lisbon
Euskalduna Studio,"Rua de Santo Ildefonso, nº404, Porto 4000-466 Portugal",reservas@euskaldunastudio.pt,4.7,341.0,https://www.tripadvisor.com/Restaurant_Review-g189180-d11908069-Reviews-Euskalduna_Studio-Porto_Porto_District_Northern_Portugal.html,351935335301.0,1.0,,Porto,Portugal,Porto
MUU Steakhouse,"Rua do Almada 149A, Porto 4050-037 Portugal",info@muusteakhouse.com,4.9,2513.0,https://www.tripadvisor.com/Restaurant_Review-g189180-d12966802-Reviews-MUU_Steakhouse-Porto_Porto_District_Northern_Portugal.html,351914784032.0,1.0,,Porto,Portugal,Porto
Pedro Lemos Restaurante,"Rua Padre Luis Cabral 974, Porto 4150-554 Portugal",geral@pedrolemos.net,4.5,774.0,https://www.tripadvisor.com/Restaurant_Review-g189180-d1656594-Reviews-Pedro_Lemos_Restaurante-Porto_Porto_District_Northern_Portugal.html,351220115986.0,1.0,,Porto,Portugal,Porto
O Buraco,"Rua do Bolhão 95, Porto 4000-112 Portugal",,4.2,1098.0,https://www.tripadvisor.com/Restaurant_Review-g189180-d2419164-Reviews-O_Buraco-Porto_Porto_District_Northern_Portugal.html,351222006717.0,0.0,,Porto,Portugal,Porto
Brasão Antas,"Avenida de Fernão de Magalhães 1530, Porto 4350-157 Portugal",reservas@brasao.pt,4.9,1271.0,https://www.tripadvisor.com/Restaurant_Review-g189180-d25174443-Reviews-Brasao_Antas-Porto_Porto_District_Northern_Portugal.html,351913807372.0,1.0,,Porto,Portugal,Porto
Taberna dos Fernandes,"Rua da Fonte Taurina 70, Porto 4050-553 Portugal",,4.9,482.0,https://www.tripadvisor.com/Restaurant_Review-g189180-d26193740-Reviews-Taberna_dos_Fernandes-Porto_Porto_District_Northern_Portugal.html,,0.0,,Porto,Portugal,Porto
A Cozinha Do Manel,"Rua Do Heroismo 215, Porto 4300-255 Portugal",cozinha.do.manel@gmail.com,4.2,687.0,https://www.tripadvisor.com/Restaurant_Review-g189180-d3136043-Reviews-A_Cozinha_Do_Manel-Porto_Porto_District_Northern_Portugal.html,351919787598.0,1.0,,Porto,Portugal,Porto
Taberna dos Mercadores,"Rua dos Mercadores, 36/38, Porto 4050-373 Portugal",,4.6,2358.0,https://www.tripadvisor.com/Restaurant_Review-g189180-d7056678-Reviews-Taberna_dos_Mercadores-Porto_Porto_District_Northern_Portugal.html,351222010510.0,0.0,,Porto,Portugal,Porto
Ribeira Square,"Praça Ribeira 16, Porto 4050-513 Portugal",ribeirasquare.reservas@gmail.com,4.7,3310.0,https://www.tripadvisor.com/Restaurant_Review-g189180-d8615867-Reviews-Ribeira_Square-Porto_Porto_District_Northern_Portugal.html,,1.0,,Porto,Portugal,Porto
The Yeatman Gastronomic Restaurant,"Rua de Choupelo, Vila Nova de Gaia 4400-088 Portugal",reservations@theyeatman.com,4.6,1292.0,https://www.tripadvisor.com/Restaurant_Review-g580268-d1902127-Reviews-The_Yeatman_Gastronomic_Restaurant-Vila_Nova_de_Gaia_Porto_District_Northern_Port.html,351220133100.0,1.0,,Vila,Portugal,Porto
Restaurante O Gaveto,"Rua Roberto Ivens 826, Matosinhos 4450-250 Portugal",geral@ogaveto.com,4.2,644.0,https://www.tripadvisor.com/Restaurant_Review-g652092-d3438437-Reviews-Restaurante_O_Gaveto-Matosinhos_Porto_District_Northern_Portugal.html,351229378796.0,1.0,,Matosinhos,Portugal,Porto
Restaurante Tapassol,"Rua Velha da Ajuda, Lido, Madeira 9060-051 Portugal",restaurantetapassol@gmail.com,4.4,823.0,https://www.tripadvisor.com/Restaurant_Review-g189166-d1049436-Reviews-Restaurante_Tapassol-Madeira_Madeira_Islands.html,351291225023.0,1.0,,Madeira,Portugal,Madeira
Portaliano,"Rua de São Franciso, 2B, Madeira 9000-050 Portugal",reservas.portaliano@gmail.com,4.5,661.0,https://www.tripadvisor.com/Restaurant_Review-g189166-d12516050-Reviews-Portaliano-Madeira_Madeira_Islands.html,351927620934.0,1.0,,Madeira,Portugal,Madeira
Restaurante Lilinha,"Rua D. João V, Madeira 9240-122 Portugal",restaurantelilinha@gmail.com,4.6,359.0,https://www.tripadvisor.com/Restaurant_Review-g189166-d15228944-Reviews-Restaurante_Lilinha-Madeira_Madeira_Islands.html,351291853117.0,1.0,,Madeira,Portugal,Madeira
Funchal,"Rua das Hortas. 4C, Madeira 6160-206 Portugal",hotelwindsor@netmadeira.com,4.4,131.0,https://www.tripadvisor.com/Restaurant_Review-g189166-d4137156-Reviews-Funchal-Madeira_Madeira_Islands.html,351291233081.0,1.0,,Madeira,Portugal,Madeira
Maktub Paul do Mar,"Avenida Pescadores Paulenses nº 160, Madeira 9370-545 Portugal",onelovemaktub@hotmail.com,4.2,118.0,https://www.tripadvisor.com/Restaurant_Review-g189166-d8299246-Reviews-Maktub_Paul_do_Mar-Madeira_Madeira_Islands.html,351924127624.0,1.0,,Madeira,Portugal,Madeira
Armazém do Sal,"Rua Alfandega 135, Funchal, Madeira 9000-059 Portugal",reservations@armazemdosal.com,4.5,4080.0,https://www.tripadvisor.com/Restaurant_Review-g189167-d1013222-Reviews-Armazem_do_Sal-Funchal_Madeira_Madeira_Islands.html,351291241285.0,1.0,,Funchal,Portugal,Madeira
"Afternoon Tea Time at Reid's Palace, A Belmond Hotel, Madeira","Estrada Monumental 139, Funchal, Madeira 9000-098 Portugal",restaurants.rds@belmond.com,4.5,1599.0,https://www.tripadvisor.com/Restaurant_Review-g189167-d1182865-Reviews-Afternoon_Tea_Time_at_Reid_s_Palace_A_Belmond_Hotel_Madeira-Funchal_Madeira_Madei.html,351291717171.0,1.0,,Funchal,Portugal,Madeira
Il Gallo D'oro,"Estrada Monumental 147 The Cliff Bay, Funchal, Madeira 9004-532 Portugal",restaurant.tcb@portobay.pt,4.5,1099.0,https://www.tripadvisor.com/Restaurant_Review-g189167-d1427159-Reviews-Il_Gallo_D_oro-Funchal_Madeira_Madeira_Islands.html,351291707700.0,1.0,,Funchal,Portugal,Madeira
Prima Caju,"Rua da Carreira, 108, Funchal, Madeira 9000-042 Portugal",hello@primacaju.pt,4.4,102.0,https://www.tripadvisor.com/Restaurant_Review-g189167-d19799288-Reviews-Prima_Caju-Funchal_Madeira_Madeira_Islands.html,351291106600.0,1.0,,Funchal,Portugal,Madeira
Barreirinha Bar Café,"Largo do Socorro, n.º 1, Funchal, Madeira 9060-305 Portugal",,4.6,1017.0,https://www.tripadvisor.com/Restaurant_Review-g189167-d2226401-Reviews-Barreirinha_Bar_Cafe-Funchal_Madeira_Madeira_Islands.html,351291627418.0,0.0,,Funchal,Portugal,Madeira
A Confeitaria na.avenida,"Av. do Infante 28, Funchal, Madeira 9000-015 Portugal",aconfeitaria.mc@gmail.com,4.3,858.0,https://www.tripadvisor.com/Restaurant_Review-g189167-d7185261-Reviews-A_Confeitaria_na_avenida-Funchal_Madeira_Madeira_Islands.html,351291621325.0,1.0,,Funchal,Portugal,Madeira
Klezmer Hois,"Szeroka 6, Krakow 31-053 Poland",klezmer@klezmer.pl,3.9,587.0,https://www.tripadvisor.com/Restaurant_Review-g274772-d1123902-Reviews-Klezmer_Hois-Krakow_Lesser_Poland_Province_Southern_Poland.html,48124111245.0,1.0,,Krakow,Poland,Krakow
Kuchnia Polska Gąska,"Limanowskiego 1 St, Krakow 30-551 Poland",manager@gaskarestauracja.pl,4.7,1315.0,https://www.tripadvisor.com/Restaurant_Review-g274772-d11909192-Reviews-Kuchnia_Polska_Gaska-Krakow_Lesser_Poland_Province_Southern_Poland.html,48604957571.0,1.0,,Krakow,Poland,Krakow
Pierwszy Stopien,"Ul. Krakowska 17, Krakow 31-062 Poland",info@pierwszystopien.pl,4.9,2115.0,https://www.tripadvisor.com/Restaurant_Review-g274772-d12922165-Reviews-Pierwszy_Stopien-Krakow_Lesser_Poland_Province_Southern_Poland.html,48577767670.0,1.0,,Krakow,Poland,Krakow
Ristorante Sant'Antioco,"Mikolajska 30, Krakow 31-027 Poland",ristorantesantantioco@gmail.com,4.8,2738.0,https://www.tripadvisor.com/Restaurant_Review-g274772-d13277549-Reviews-Ristorante_Sant_Antioco-Krakow_Lesser_Poland_Province_Southern_Poland.html,48512758711.0,1.0,,Krakow,Poland,Krakow
Bhajan Cafe,"Stradomska 17, Krakow 31-068 Poland",info@bhajancafe.pl,4.8,441.0,https://www.tripadvisor.com/Restaurant_Review-g274772-d13542950-Reviews-Bhajan_Cafe-Krakow_Lesser_Poland_Province_Southern_Poland.html,48795895895.0,1.0,,Krakow,Poland,Krakow
Tandoori Flame | Taste Of Tradition,"Zwierzyniecka 10, Krakow 31-102 Poland",tandooriflame.krakow@gmail.com,4.8,1733.0,https://www.tripadvisor.com/Restaurant_Review-g274772-d14200335-Reviews-Tandoori_Flame_Taste_Of_Tradition-Krakow_Lesser_Poland_Province_Southern_Poland.html,48122592747.0,1.0,,Krakow,Poland,Krakow
Gate Of India,"Stradomska 11, Krakow 31-068 Poland",kontakt@gateofindia.pl,4.8,451.0,https://www.tripadvisor.com/Restaurant_Review-g274772-d15548927-Reviews-Gate_Of_India-Krakow_Lesser_Poland_Province_Southern_Poland.html,48123565563.0,1.0,,Krakow,Poland,Krakow
Restauracja Starka,"ul. Jozefa 14, Krakow 31-056 Poland",joanna@starka-restauracja.pl,4.7,8898.0,https://www.tripadvisor.com/Restaurant_Review-g274772-d1749958-Reviews-Restauracja_Starka-Krakow_Lesser_Poland_Province_Southern_Poland.html,48690419543.0,1.0,,Krakow,Poland,Krakow
Brasserie L'Olympique,"ul. Pijarska 13 Hotel Francuski, Krakow 31-015 Poland",restauracja@hotelfrancuski.pl,4.9,477.0,https://www.tripadvisor.com/Restaurant_Review-g274772-d19369683-Reviews-Brasserie_L_Olympique-Krakow_Lesser_Poland_Province_Southern_Poland.html,48123249000.0,1.0,,Krakow,Poland,Krakow
Cheder,"Jozefa 36, Krakow 31-056 Poland",cheder.cafe@gmail.com,4.4,282.0,https://www.tripadvisor.com/Restaurant_Review-g274772-d2330084-Reviews-Cheder-Krakow_Lesser_Poland_Province_Southern_Poland.html,48515732226.0,1.0,,Krakow,Poland,Krakow
Ristorante Santa Caterina,"Karmelicka 7, Krakow 31-133 Poland",santacaterinakrakow@gmail.com,4.9,956.0,https://www.tripadvisor.com/Restaurant_Review-g274772-d24970158-Reviews-Ristorante_Santa_Caterina-Krakow_Lesser_Poland_Province_Southern_Poland.html,48789350217.0,1.0,,Krakow,Poland,Krakow
PiwPaw BeerHeaven,"Ulica Foksal 16, Warsaw 00-372 Poland",manager@piwpaw.pl,4.4,180.0,https://www.tripadvisor.com/Restaurant_Review-g274856-d10595086-Reviews-PiwPaw_BeerHeaven-Warsaw_Mazovia_Province_Central_Poland.html,48534734945.0,1.0,,Warsaw,Poland,Warsaw
"Pyzy, flaki gorące!","Brzeska 29/31, Warsaw 03-739 Poland",pfgbrzeska@gmail.com,4.6,250.0,https://www.tripadvisor.com/Restaurant_Review-g274856-d10790790-Reviews-Pyzy_flaki_gorace-Warsaw_Mazovia_Province_Central_Poland.html,48606294499.0,1.0,,Warsaw,Poland,Warsaw
Steam Bar,"Nowogrodzka 23 Srodmiescie, Warsaw 00-511 Poland",info@steambar.pl,4.7,295.0,https://www.tripadvisor.com/Restaurant_Review-g274856-d11693299-Reviews-Steam_Bar-Warsaw_Mazovia_Province_Central_Poland.html,48455405300.0,1.0,,Warsaw,Poland,Warsaw
Prodiz Warszawski,"Street Poznańska 16, Warsaw 00-681 Poland",biuro@prodizwarszawski.pl,4.6,874.0,https://www.tripadvisor.com/Restaurant_Review-g274856-d11920620-Reviews-Prodiz_Warszawski-Warsaw_Mazovia_Province_Central_Poland.html,48221277171.0,1.0,,Warsaw,Poland,Warsaw
Stolica,"Szeroki Dunaj 1/3 Stare Miasto, Warsaw 00-255 Poland",restauracjastolica@gmail.com,4.8,2497.0,https://www.tripadvisor.com/Restaurant_Review-g274856-d11954933-Reviews-Stolica-Warsaw_Mazovia_Province_Central_Poland.html,48604598764.0,1.0,,Warsaw,Poland,Warsaw
Drugie Dno - Nowogrodzka,"Ul. Nowogrodzka 4, Warsaw 00-513 Poland",kontakt@drugiedno.pl,4.5,89.0,https://www.tripadvisor.com/Restaurant_Review-g274856-d12082530-Reviews-Drugie_Dno_Nowogrodzka-Warsaw_Mazovia_Province_Central_Poland.html,48226253709.0,1.0,,Warsaw,Poland,Warsaw
Romantyczna Restauracja,"Rynek Starego Miasta 18, Warsaw 00-272 Poland",restauracja@romantyczna.com.pl,4.6,421.0,https://www.tripadvisor.com/Restaurant_Review-g274856-d12342756-Reviews-Romantyczna_Restauracja-Warsaw_Mazovia_Province_Central_Poland.html,48726343634.0,1.0,,Warsaw,Poland,Warsaw
Restauracja Future & Wine,"Ulica Wspólna 37/39 Śródmieście, Warsaw 00-519 Poland",kontakt@restauracjafuture.pl,4.9,1102.0,https://www.tripadvisor.com/Restaurant_Review-g274856-d13393959-Reviews-Restauracja_Future_Wine-Warsaw_Mazovia_Province_Central_Poland.html,48221147761.0,1.0,,Warsaw,Poland,Warsaw
Drugie Dno Ochota,"ul. Tarczynska 5/9, Warsaw 02-025 Poland",kontakt-ochota@drugiedno.pl,4.7,52.0,https://www.tripadvisor.com/Restaurant_Review-g274856-d15109937-Reviews-Drugie_Dno_Ochota-Warsaw_Mazovia_Province_Central_Poland.html,48221265095.0,1.0,,Warsaw,Poland,Warsaw
Chmielnik,"ul. Chmielna 20, Warsaw 00-020 Poland",,4.8,91.0,https://www.tripadvisor.com/Restaurant_Review-g274856-d15352251-Reviews-Chmielnik-Warsaw_Mazovia_Province_Central_Poland.html,48695070060.0,0.0,,Warsaw,Poland,Warsaw
Enoteka Warszawska,"Rynek Nowego Miasta 13/15, Warsaw 00-229 Poland",enoteka@enotekawarszawska.pl,4.6,737.0,https://www.tripadvisor.com/Restaurant_Review-g274856-d1641187-Reviews-Enoteka_Warszawska-Warsaw_Mazovia_Province_Central_Poland.html,48882048012.0,1.0,,Warsaw,Poland,Warsaw
Quattro Piatti,"Stępińska 2, Warsaw 00-725 Poland",,4.7,199.0,https://www.tripadvisor.com/Restaurant_Review-g274856-d16814905-Reviews-Quattro_Piatti-Warsaw_Mazovia_Province_Central_Poland.html,48228410016.0,0.0,,Warsaw,Poland,Warsaw
Delicja Polska,"Ul. Krakowskie Przedmiescie 64, Warsaw 00-322 Poland",info@delicjapolska.pl,4.5,759.0,https://www.tripadvisor.com/Restaurant_Review-g274856-d1749062-Reviews-Delicja_Polska-Warsaw_Mazovia_Province_Central_Poland.html,48228264770.0,1.0,,Warsaw,Poland,Warsaw
U Wieniawy,"Plac Marszalka Jozefa Pilsudskiego 9, Warsaw 00-078 Poland",biuro@uwieniawy.pl,4.9,259.0,https://www.tripadvisor.com/Restaurant_Review-g274856-d21233273-Reviews-U_Wieniawy-Warsaw_Mazovia_Province_Central_Poland.html,48573000526.0,1.0,,Warsaw,Poland,Warsaw
Stary Dom Restaurant,"Puławska 104/106, Warsaw 02-620 Poland",info@restauracjastarydom.pl,4.6,2240.0,https://www.tripadvisor.com/Restaurant_Review-g274856-d2299324-Reviews-Stary_Dom_Restaurant-Warsaw_Mazovia_Province_Central_Poland.html,48226464208.0,1.0,,Warsaw,Poland,Warsaw
Sushi Kado,"Ulica Marcina Kasprzaka 31, Warsaw 01-234 Poland",biuro@sushikado.pl,4.9,542.0,https://www.tripadvisor.com/Restaurant_Review-g274856-d23378661-Reviews-Sushi_Kado-Warsaw_Mazovia_Province_Central_Poland.html,48730740758.0,1.0,,Warsaw,Poland,Warsaw
Gospoda Kwiaty Polskie,"Ulica Wąski Dunaj 4/8 Beside Kolacze Wegierskie, Warsaw 00-256 Poland",gospodakwiatypolskie@o2.pl,4.5,1719.0,https://www.tripadvisor.com/Restaurant_Review-g274856-d2355888-Reviews-Gospoda_Kwiaty_Polskie-Warsaw_Mazovia_Province_Central_Poland.html,48228876520.0,1.0,,Warsaw,Poland,Warsaw
Baila Show & Dining,"Grzybowska 60 Browary Warszawskie, Warsaw 00-844 Poland",contact@bailawarsaw.com,5.0,200.0,https://www.tripadvisor.com/Restaurant_Review-g274856-d23633447-Reviews-Baila_Show_Dining-Warsaw_Mazovia_Province_Central_Poland.html,48514060624.0,1.0,,Warsaw,Poland,Warsaw
"Browar Warszawski Restauracja Grill, Browar & Bar","Haberbuscha I Schielego 2, Warsaw 00-864 Poland",office@browarwarszawski.com,4.9,873.0,https://www.tripadvisor.com/Restaurant_Review-g274856-d23660388-Reviews-Browar_Warszawski_Restauracja_Grill_Browar_Bar-Warsaw_Mazovia_Province_Central_P.html,48799000021.0,1.0,$25–50,Warsaw,Poland,Warsaw
Prime Cut & Cigar Room,"Wybrzeże Kościuszkowskie 43B Elektrownia Powiśle, Warsaw 00-347 Poland",reservation2@primecut.pl,4.9,617.0,https://www.tripadvisor.com/Restaurant_Review-g274856-d26227429-Reviews-Prime_Cut_Cigar_Room-Warsaw_Mazovia_Province_Central_Poland.html,48730300065.0,1.0,$70–140,Warsaw,Poland,Warsaw
Primitivo Kuchnia i Wino,"Waliców 13, Warsaw 00-851 Poland",,4.9,944.0,https://www.tripadvisor.com/Restaurant_Review-g274856-d27138628-Reviews-Primitivo_Kuchnia_i_Wino-Warsaw_Mazovia_Province_Central_Poland.html,48606444462.0,0.0,$30–60,Warsaw,Poland,Warsaw
Viva Tango Steakhouse Argentino,"Nowogrodzka 4, Warsaw 00-513 Poland",restauracja@vivatango.pl,5.0,164.0,https://www.tripadvisor.com/Restaurant_Review-g274856-d32711158-Reviews-Viva_Tango_Steakhouse_Argentino-Warsaw_Mazovia_Province_Central_Poland.html,48735053535.0,1.0,$40–90,Warsaw,Poland,Warsaw
Nolita Restaurant,"Street Wilcza 46, Warsaw 00-679 Poland",rezerwacja@nolita.pl,4.6,436.0,https://www.tripadvisor.com/Restaurant_Review-g274856-d3646738-Reviews-Nolita_Restaurant-Warsaw_Mazovia_Province_Central_Poland.html,48222920424.0,1.0,$70–130,Warsaw,Poland,Warsaw
Restauracja U Barssa,"Rynek Starego Miasta 12/14, Warsaw 00-272 Poland",biuro@ubarssa.pl,4.6,1044.0,https://www.tripadvisor.com/Restaurant_Review-g274856-d3893960-Reviews-Restauracja_U_Barssa-Warsaw_Mazovia_Province_Central_Poland.html,48226352476.0,1.0,$25–50,Warsaw,Poland,Warsaw
