hotel_name,rating,review_count,location,hotel_url,city,hotel_type,price_booking,price_agoda,price_trip,price_final,country,city_key
Riviera,4.0,231.0,"273 Beach Road Sea Point, Cape Town Central 8001 South Africa",https://www.tripadvisor.com/Hotel_Review-g312659-d305768-Reviews-Riviera_Suites-Cape_Town_Central_Western_Cape.html,Cape Town,Resorts,230.0,,,230.0,South Africa,Cape Town
Hotel on the,4.7,668.0,"11 Arthurs Road Atlantic Seaboard, Cape Town Central 8001 South Africa",https://www.tripadvisor.com/Hotel_Review-g312659-d1816957-Reviews-Hotel_on_the_Promenade-Cape_Town_Central_Western_Cape.html,Cape Town,Resorts,,223.0,,223.0,South Africa,Cape Town
Tintswalo,4.8,982.0,"Chapmans Peak Drive, Hout Bay 7806 South Africa",https://www.tripadvisor.com/Hotel_Review-g469392-d1218468-Reviews-Tintswalo_Atlantic-Hout_Bay_Western_Cape.html,Cape Town,Resorts,,,,191.5,South Africa,Cape Town
Newkings Boutique,4.2,565.0,"94 Regent Road 2nd Floor, Piazza Da Luz, Sea Point 8005 South Africa",https://www.tripadvisor.com/Hotel_Review-g15134971-d1379409-Reviews-Newkings_Boutique_Hotel-Sea_Point_Western_Cape.html,Cape Town,Resorts,140.0,140.0,,140.0,South Africa,Cape Town
Silver,4.7,311.0,"C/O Parel Vallei Road and Silverboomkloof Road, Somerset West 7130 South Africa",https://www.tripadvisor.com/Hotel_Review-g469396-d3847389-Reviews-Silver_Forest-Somerset_West_Western_Cape.html,Cape Town,Resorts,209.0,209.0,,209.0,South Africa,Cape Town
Houtkapperspoort Mountain,4.3,180.0,"Hout Bay Main Road, Hout Bay 7806 South Africa",https://www.tripadvisor.com/Hotel_Review-g469392-d1235858-Reviews-Houtkapperspoort_Mountain_Estate-Hout_Bay_Western_Cape.html,Cape Town,Resorts,,,,191.5,South Africa,Cape Town
Palm House Boutique Hotel And,4.8,19.0,"10 Oxford Street, Wynberg 7800 South Africa",https://www.tripadvisor.com/Hotel_Review-g2426991-d26695809-Reviews-Palm_House_Boutique_Hotel_And_Spa-Wynberg_Western_Cape.html,Cape Town,Resorts,,,,191.5,South Africa,Cape Town
Monkey Valley,3.5,358.0,"Mountain Road Off Beach Rd, Noordhoek South Africa",https://www.tripadvisor.com/Hotel_Review-g312666-d305762-Reviews-Monkey_Valley_Resort-Noordhoek_Western_Cape.html,Cape Town,Resorts,137.0,137.0,,137.0,South Africa,Cape Town
"Radisson Blu Le Vendome Hotel, Cape",3.7,912.0,"20 London Road, Sea Point, Sea Point 8005 South Africa",https://www.tripadvisor.com/Hotel_Review-g15134971-d7760590-Reviews-Radisson_Blu_Le_Vendome_Hotel_Cape_Town-Sea_Point_Western_Cape.html,Cape Town,Resorts,,,,191.5,South Africa,Cape Town
O on Kloof Boutique Hotel &,4.7,473.0,"92 Kloof Road, Bantry Bay 8005 South Africa",https://www.tripadvisor.com/Hotel_Review-g312654-d543382-Reviews-O_on_Kloof_Boutique_Hotel_Spa-Bantry_Bay_Western_Cape.html,Cape Town,Resorts,150.0,150.0,,150.0,South Africa,Cape Town
11 Mountain Stream Hot Tub,3.6,7.0,"Mountain Stream Road, Gordon's Bay 7135 South Africa",https://www.tripadvisor.com/Hotel_Review-g1020231-d26688262-Reviews-11_Mountain_Stream_Hot_Tub_Accommodation-Gordon_s_Bay_Western_Cape.html,Cape Town,Resorts,,,,191.5,South Africa,Cape Town
The Hydro;,4.4,164.0,"Lelie Street, Idas Valley, Stellenbosch, South Africa The Hydro, Stellenbosch 7602 South Africa",https://www.tripadvisor.com/Hotel_Review-g312673-d562356-Reviews-The_Hydro_Stellenbosch-Stellenbosch_Western_Cape.html,Cape Town,Resorts,,,,191.5,South Africa,Cape Town
Southern Sun The,4.3,2502.0,"1 Cullinan Street Cape Town City Centre, 8001 South Africa",https://www.tripadvisor.com/Hotel_Review-g1722390-d309134-Reviews-Southern_Sun_The_Cullinan-Cape_Town_Western_Cape.html,Cape Town,Spa Resorts,241.0,241.0,,241.0,South Africa,Cape Town
Radisson RED Cape Town V&A,4.3,1242.0,"Silo 6, Silo Square V&A Waterfront, 8001 South Africa",https://www.tripadvisor.com/Hotel_Review-g1722390-d12541413-Reviews-Radisson_RED_Cape_Town_V_A_Waterfront-Cape_Town_Western_Cape.html,Cape Town,Spa Resorts,,328.0,330.0,329.0,South Africa,Cape Town
91,4.4,271.0,"91 Loop Street, Cape Town Central 8001 South Africa",https://www.tripadvisor.com/Hotel_Review-g312659-d8625317-Reviews-91_Loop-Cape_Town_Central_Western_Cape.html,Cape Town,Hostels,38.0,35.0,,36.5,South Africa,Cape Town
Lighthouse Farm Backpacker’s,3.6,76.0,"A1, Oude Molen Eco Village Alexandra Road, Mowbray 7700 South Africa",https://www.tripadvisor.com/Hotel_Review-g2427580-d1198894-Reviews-Lighthouse_Farm_Backpacker_s_Lodge-Mowbray_Western_Cape.html,Cape Town,Hostels,32.0,28.0,,30.0,South Africa,Cape Town
never@home Green,4.5,805.0,"107 Main Road Green Point, Cape Town Central 8005 South Africa",https://www.tripadvisor.com/Hotel_Review-g312659-d562338-Reviews-Never_home_Green_Point-Cape_Town_Central_Western_Cape.html,Cape Town,Hostels,,,,61.0,South Africa,Cape Town
Urban Hive,4.2,65.0,"208 Long Street, Cape Town Central 8001 South Africa",https://www.tripadvisor.com/Hotel_Review-g312659-d562315-Reviews-Urban_Hive_Backpackers-Cape_Town_Central_Western_Cape.html,Cape Town,Hostels,40.0,40.0,38.0,40.0,South Africa,Cape Town
MOY Accommodation &,4.7,19.0,"61 Somerset Road, Green Point 8005 South Africa",https://www.tripadvisor.com/Hotel_Review-g12880258-d15411165-Reviews-MOY_Accommodation_Backpackers-Green_Point_Western_Cape.html,Cape Town,Hostels,,,,61.0,South Africa,Cape Town
Green,4.5,172.0,"57 Milton Road, Observatory South Africa",https://www.tripadvisor.com/Hotel_Review-g2427107-d630014-Reviews-Green_Elephant-Observatory_Western_Cape.html,Cape Town,Hostels,,,,61.0,South Africa,Cape Town
Ashanti Lodge Gardens,4.2,626.0,"11 Hof Street, Cape Town Central 8001 South Africa",https://www.tripadvisor.com/Hotel_Review-g312659-d303088-Reviews-Ashanti_Lodge_Gardens_Backpackers-Cape_Town_Central_Western_Cape.html,Cape Town,Hostels,64.0,64.0,,64.0,South Africa,Cape Town
Once in Cape,4.3,730.0,"73 Kloof Street, Cape Town Central 8001 South Africa",https://www.tripadvisor.com/Hotel_Review-g312659-d562321-Reviews-Once_in_Cape_Town-Cape_Town_Central_Western_Cape.html,Cape Town,Hostels,,88.0,,88.0,South Africa,Cape Town
Soul Fam Hostel - Lgbtq+,5.0,4.0,"12 Braemar Rd Cape Town, 8051 South Africa",https://www.tripadvisor.com/Hotel_Review-g1722390-d32876142-Reviews-Soul_Fam_Hostel_Lgbtq_Inclusive-Cape_Town_Western_Cape.html,Cape Town,Hostels,,,,61.0,South Africa,Cape Town
Altona,4.7,549.0,"Croxteth Road, Green Point, Cape Town Central 8001 South Africa",https://www.tripadvisor.com/Hotel_Review-g312659-d1203212-Reviews-Altona_Lodge-Cape_Town_Central_Western_Cape.html,Cape Town,Hostels,,,,61.0,South Africa,Cape Town
never@home Kloof,4.6,90.0,"73 Kloof Street Gardens, 8001 South Africa",https://www.tripadvisor.com/Hotel_Review-g1722390-d23904369-Reviews-Never_home_Kloof_Street-Cape_Town_Western_Cape.html,Cape Town,Hostels,100.0,,,100.0,South Africa,Cape Town
"Dune Lodge, Hout Bay - Cape",4.6,188.0,"Cnr Of Harbour & North Shor, Rd, Hout Bay 7806 South Africa",https://www.tripadvisor.com/Hotel_Review-g469392-d1983731-Reviews-Dune_Lodge_Hout_Bay_Cape_Town-Hout_Bay_Western_Cape.html,Cape Town,Hostels,,,,61.0,South Africa,Cape Town
The Big - Luxury,4.9,617.0,"18 Thornhill Road, Green Point 8005 South Africa",https://www.tripadvisor.com/Hotel_Review-g12880258-d2561456-Reviews-The_Big_Luxury_Backpackers-Green_Point_Western_Cape.html,Cape Town,Hostels,143.0,143.0,,143.0,South Africa,Cape Town
Sunflower Stop Backpackers,4.4,541.0,"179 Main Rd Green Point, Cape Town Central 8001 South Africa",https://www.tripadvisor.com/Hotel_Review-g312659-d577634-Reviews-Sunflower_Stop_Backpackers_Hostel-Cape_Town_Central_Western_Cape.html,Cape Town,Hostels,61.0,62.0,62.0,62.0,South Africa,Cape Town
Sun&Sand Camps,4.8,16.0,"18 Horak Avenue Camps Bay, Cape Town Central 8005 South Africa",https://www.tripadvisor.com/Hotel_Review-g312659-d26955548-Reviews-Sun_Sand_Camps_Bay-Cape_Town_Central_Western_Cape.html,Cape Town,Hostels,138.0,138.0,,138.0,South Africa,Cape Town
Zebra,4.2,100.0,"82 New Church Street Tamboerskloof, Cape Town Central 8001 South Africa",https://www.tripadvisor.com/Hotel_Review-g312659-d630007-Reviews-Zebra_Crossing-Cape_Town_Central_Western_Cape.html,Cape Town,Hostels,48.0,44.0,,46.0,South Africa,Cape Town
Villa Viva Cape,4.5,880.0,"74 New Church Street, Cape Town Central 8001 South Africa",https://www.tripadvisor.com/Hotel_Review-g312659-d304257-Reviews-Villa_Viva_Cape_Town-Cape_Town_Central_Western_Cape.html,Cape Town,Hostels,66.0,66.0,,66.0,South Africa,Cape Town
Cape Point Surf Yoga,5.0,77.0,"17 Grand Bahama Drive Capri Village, 7975 South Africa",https://www.tripadvisor.com/Hotel_Review-g1722390-d16663760-Reviews-Cape_Point_Surf_Yoga_Camp-Cape_Town_Western_Cape.html,Cape Town,Hostels,,,,61.0,South Africa,Cape Town
Atlantic Point,4.6,937.0,"2 Cavalcade Road Green Point, Cape Town Central 8005 South Africa",https://www.tripadvisor.com/Hotel_Review-g312659-d1837412-Reviews-Atlantic_Point_Backpackers-Cape_Town_Central_Western_Cape.html,Cape Town,Hostels,,,,61.0,South Africa,Cape Town
Long Street,4.0,178.0,"209 Long Street 1st Floor, Cape Town Central 8001 South Africa",https://www.tripadvisor.com/Hotel_Review-g312659-d562306-Reviews-Long_Street_Backpackers-Cape_Town_Central_Western_Cape.html,Cape Town,Hostels,60.0,60.0,,60.0,South Africa,Cape Town
African Soul,4.2,167.0,"13 York Road Surfers Corner, Muizenberg 7945 South Africa",https://www.tripadvisor.com/Hotel_Review-g1509162-d7382372-Reviews-African_Soul_Surfer-Muizenberg_Western_Cape.html,Cape Town,Hostels,53.0,53.0,,53.0,South Africa,Cape Town
HomeBase Cape Town,4.3,314.0,"37 Strand Street Cape Town City Centre, Cape Town Central 8001 South Africa",https://www.tripadvisor.com/Hotel_Review-g312659-d9570046-Reviews-HomeBase_Cape_Town_Backpackers-Cape_Town_Central_Western_Cape.html,Cape Town,Hostels,,,,61.0,South Africa,Cape Town
Surf Kite Sleep -The Surf,4.9,115.0,"1 Stirling Road, Bloubergstrand 7441 South Africa",https://www.tripadvisor.com/Hotel_Review-g6736900-d5050066-Reviews-Surf_Kite_Sleep_The_Surf_Shack-Bloubergstrand_Western_Cape.html,Cape Town,Hostels,,,,61.0,South Africa,Cape Town
33 South,4.3,206.0,"48 Trill Road, Observatory 7925 South Africa",https://www.tripadvisor.com/Hotel_Review-g2427107-d1196655-Reviews-33_South_Backpackers-Observatory_Western_Cape.html,Cape Town,Hostels,,,,61.0,South Africa,Cape Town
Stoked,4.8,123.0,"175 Main Road Surfers' Corner, Muizenberg 7945 South Africa",https://www.tripadvisor.com/Hotel_Review-g1509162-d3723464-Reviews-Stoked_Backpackers-Muizenberg_Western_Cape.html,Cape Town,Hostels,,,,61.0,South Africa,Cape Town
Cape Town,4.2,274.0,"81 New Church Street Bantry Bay, Cape Town Central 8005 South Africa",https://www.tripadvisor.com/Hotel_Review-g312659-d1203485-Reviews-Cape_Town_Backpackers-Cape_Town_Central_Western_Cape.html,Cape Town,Hostels,,,,61.0,South Africa,Cape Town
Elements Cape,4.6,105.0,"49 Sandpiper Crescent, Table View 7441 South Africa",https://www.tripadvisor.com/Hotel_Review-g2427200-d630030-Reviews-Elements_Cape_Town-Table_View_Western_Cape.html,Cape Town,Hostels,,,,61.0,South Africa,Cape Town
African Heart,4.3,130.0,"27 Station Road, Observatory 7925 South Africa",https://www.tripadvisor.com/Hotel_Review-g2427107-d1644890-Reviews-African_Heart_Backpackers-Observatory_Western_Cape.html,Cape Town,Hostels,,,,61.0,South Africa,Cape Town
Penthouse on,4.2,110.0,"112 Long Street 6th Floor Twinnel Building, Cape Town Central 8001 South Africa",https://www.tripadvisor.com/Hotel_Review-g312659-d1553344-Reviews-Penthouse_on_Long-Cape_Town_Central_Western_Cape.html,Cape Town,Hostels,,,,61.0,South Africa,Cape Town
Big Blue,3.7,221.0,"7 Vesperdene Road Green Point, Cape Town Central 8001 South Africa",https://www.tripadvisor.com/Hotel_Review-g312659-d472352-Reviews-Big_Blue_Backpackers-Cape_Town_Central_Western_Cape.html,Cape Town,Hostels,56.0,56.0,,56.0,South Africa,Cape Town
CURIOCITY Green,4.3,47.0,"153 Main Road, Green Point 8001 South Africa",https://www.tripadvisor.com/Hotel_Review-g12880258-d6420424-Reviews-CURIOCITY_Green_Point-Green_Point_Western_Cape.html,Cape Town,Beach Hotels,210.0,231.0,,220.5,South Africa,Cape Town
Tintswalo,4.9,264.0,"7 Gay Road, Simon's Town 7975 South Africa",https://www.tripadvisor.com/Hotel_Review-g319718-d15208486-Reviews-Tintswalo_Boulders-Simon_s_Town_Western_Cape.html,Cape Town,Beach Hotels,270.0,270.0,,270.0,South Africa,Cape Town
Home Suite Hotels Sea,4.8,67.0,"2 Main Drive, Sea Point 8051 South Africa",https://www.tripadvisor.com/Hotel_Review-g15134971-d23695024-Reviews-Home_Suite_Hotels_Sea_Point-Sea_Point_Western_Cape.html,Cape Town,Beach Hotels,,,,169.25,South Africa,Cape Town
Latitude,4.6,47.0,"4 Kings Road, Sea Point 8005 South Africa",https://www.tripadvisor.com/Hotel_Review-g15134971-d19276438-Reviews-Latitude_Aparthotel-Sea_Point_Western_Cape.html,Cape Town,Beach Hotels,377.0,377.0,377.0,377.0,South Africa,Cape Town
The Marly Boutique Hotel &,4.7,538.0,"201 The Promenade, 75 Victoria Road, Camps Bay 8005 South Africa",https://www.tripadvisor.com/Hotel_Review-g312658-d5415112-Reviews-The_Marly_Boutique_Hotel_Spa-Camps_Bay_Western_Cape.html,Cape Town,Beach Hotels,1086.0,1086.0,933.0,1086.0,South Africa,Cape Town
Beachwood Camps,4.7,16.0,"15 Rontree Avenue, Bakoven, Camps Bay 8005 South Africa",https://www.tripadvisor.com/Hotel_Review-g4574140-d26562497-Reviews-Beachwood_Camps_Bay-Bakoven_Camps_Bay_Western_Cape.html,Cape Town,Beach Hotels,197.0,198.0,,197.5,South Africa,Cape Town
Chapmans Peak Beach,4.5,429.0,"20 Peak Drive, Hout Bay 7405 South Africa",https://www.tripadvisor.com/Hotel_Review-g469392-d967511-Reviews-Chapmans_Peak_Beach_Hotel-Hout_Bay_Western_Cape.html,Cape Town,Beach Hotels,,,,169.25,South Africa,Cape Town
1 Mountain Rd Boutique,5.0,26.0,"1 Mountain Road, Fish Hoek 7975 South Africa",https://www.tripadvisor.com/Hotel_Review-g635515-d19759351-Reviews-1_Mountain_Rd_Boutique_B_b-Fish_Hoek_Western_Cape.html,Cape Town,Beach Hotels,,,,169.25,South Africa,Cape Town
Anew Hotel Green Point Cape,4.2,132.0,"181 Main Road, Cape Town Central 8005 South Africa",https://www.tripadvisor.com/Hotel_Review-g312659-d21488771-Reviews-Anew_Hotel_Green_Point_Cape_Town-Cape_Town_Central_Western_Cape.html,Cape Town,Beach Hotels,219.0,219.0,211.0,219.0,South Africa,Cape Town
Future Found Sanctuary by,5.0,22.0,"10 Hunters Way, Hout Bay 7806 South Africa",https://www.tripadvisor.com/Hotel_Review-g469392-d23674061-Reviews-Future_Found_Sanctuary_by_Newmark-Hout_Bay_Western_Cape.html,Cape Town,Beach Hotels,627.0,627.0,620.0,627.0,South Africa,Cape Town
Cape Town Beachfront Apartments At Leisure,3.8,258.0,"3 Four Jays Road Off Lagoon Gate Drive, Milnerton 7441 South Africa",https://www.tripadvisor.com/Hotel_Review-g312665-d301423-Reviews-Cape_Town_Beachfront_Apartments_At_Leisure_Bay-Milnerton_Western_Cape.html,Cape Town,Beach Hotels,,141.0,,141.0,South Africa,Cape Town
Simon's Town Guest,4.9,472.0,"20 Bennett Close Cairnside, Simon's Town 7975 South Africa",https://www.tripadvisor.com/Hotel_Review-g319718-d1653148-Reviews-Simon_s_Town_Guest_House-Simon_s_Town_Western_Cape.html,Cape Town,Beach Hotels,103.0,103.0,,103.0,South Africa,Cape Town
Boulders Beach,4.0,457.0,"4 Boulders Place Boulders Beach, Simon's Town 7975 South Africa",https://www.tripadvisor.com/Hotel_Review-g319718-d582356-Reviews-Boulders_Beach_Lodge-Simon_s_Town_Western_Cape.html,Cape Town,Beach Hotels,78.0,78.0,74.0,78.0,South Africa,Cape Town
Blouberg Manor Boutique,4.0,93.0,"6 Verkouteren Street, Bloubergstrand 7441 South Africa",https://www.tripadvisor.com/Hotel_Review-g6736900-d651082-Reviews-Blouberg_Manor_Boutique_Hotel-Bloubergstrand_Western_Cape.html,Cape Town,Beach Hotels,76.0,,,76.0,South Africa,Cape Town
The Marvel Beach,4.3,46.0,"45 Fisherman's Bend, Llandudno 7806 South Africa",https://www.tripadvisor.com/Hotel_Review-g2137403-d23898706-Reviews-The_Marvel_Beach_House-Llandudno_Western_Cape.html,Cape Town,Beach Hotels,,,,169.25,South Africa,Cape Town
Dolphin Inn,4.6,280.0,"7 Foam Road Cnr. Dolphin Drive and Foam Rd., Bloubergstrand 7441 South Africa",https://www.tripadvisor.com/Hotel_Review-g6736900-d614131-Reviews-Dolphin_Inn_Blouberg-Bloubergstrand_Western_Cape.html,Cape Town,Beach Hotels,57.0,57.0,,57.0,South Africa,Cape Town
Castellon Boutique,4.8,114.0,"162 Pentz Drive Flamingo Vlei, Bloubergstrand 7441 South Africa",https://www.tripadvisor.com/Hotel_Review-g6736900-d653969-Reviews-Castellon_Boutique_Hotel-Bloubergstrand_Western_Cape.html,Cape Town,Beach Hotels,114.0,114.0,,114.0,South Africa,Cape Town
Sonnekus Beach,4.6,156.0,"88 Main Road, St. James 7945 South Africa",https://www.tripadvisor.com/Hotel_Review-g2331930-d1493271-Reviews-Sonnekus_Beach_House-St_James_Western_Cape.html,Cape Town,Beach Hotels,135.0,135.0,,135.0,South Africa,Cape Town
Road Lodge Cape Town International,3.3,365.0,"Airport Approach Road Cape Town International Airport, Matroosfontein 7490 South Africa",https://www.tripadvisor.com/Hotel_Review-g5509852-d1168946-Reviews-Road_Lodge_Cape_Town_International_Airport-Matroosfontein_Western_Cape.html,Cape Town,Family Hotels,,59.0,59.0,59.0,South Africa,Cape Town
The Residences at Crystal,4.3,685.0,"Century Boulevard, Century City 7441 South Africa",https://www.tripadvisor.com/Hotel_Review-g4464136-d2388262-Reviews-The_Residences_at_Crystal_Towers-Century_City_Western_Cape.html,Cape Town,Family Hotels,132.0,148.0,148.0,148.0,South Africa,Cape Town
Doubletree By Hilton Cape Town Upper,4.3,1782.0,"31 Brickfield Road, Woodstock 7935 South Africa",https://www.tripadvisor.com/Hotel_Review-g6776544-d1675294-Reviews-Doubletree_By_Hilton_Cape_Town_Upper_Eastside-Woodstock_Western_Cape.html,Cape Town,Family Hotels,136.0,136.0,,136.0,South Africa,Cape Town
SUN1,3.4,44.0,"Cnr. Koeberg Road and Freedom Way, Milnerton 7435 South Africa",https://www.tripadvisor.com/Hotel_Review-g312665-d507488-Reviews-SUN1_Milnerton-Milnerton_Western_Cape.html,Cape Town,Motels,45.0,45.0,,45.0,South Africa,Cape Town
Oria,4.0,8.0,"122 Da Gama Street, 7405 South Africa",https://www.tripadvisor.com/Hotel_Review-g1722390-d23129986-Reviews-Oria_Guesthouse-Cape_Town_Western_Cape.html,Cape Town,Motels,,,,138.5,South Africa,Cape Town
Panorama,5.0,9.0,"66 Alk Van Zyl Avenue, 7500 South Africa",https://www.tripadvisor.com/Hotel_Review-g1722390-d19635963-Reviews-Panorama_Accommodation-Cape_Town_Western_Cape.html,Cape Town,Motels,,,,138.5,South Africa,Cape Town
The Brooklyn,4.0,17.0,"26 Diep Street, 7405 South Africa",https://www.tripadvisor.com/Hotel_Review-g1722390-d20284223-Reviews-The_Brooklyn_Guesthouse-Cape_Town_Western_Cape.html,Cape Town,Motels,,,,138.5,South Africa,Cape Town
The Gem Suites &,4.5,14.0,"Parow Liquorcity, Cape Town Central 7500 South Africa",https://www.tripadvisor.com/Hotel_Review-g312659-d33451323-Reviews-The_Gem_Suites_Spa-Cape_Town_Central_Western_Cape.html,Cape Town,Motels,30.0,30.0,,30.0,South Africa,Cape Town
Salama African,5.0,15.0,"68 Wagenaar Street, Monte Vista 7460 South Africa",https://www.tripadvisor.com/Hotel_Review-g4607042-d18270954-Reviews-Salama_African_Express-Monte_Vista_Western_Cape.html,Cape Town,Motels,,,,138.5,South Africa,Cape Town
Cape,5.0,576.0,"2 Vermeer Road, Somerset West 7130 South Africa",https://www.tripadvisor.com/Hotel_Review-g469396-d5510127-Reviews-Cape_Vermeer-Somerset_West_Western_Cape.html,Cape Town,Motels,,,,138.5,South Africa,Cape Town
Himmelblau Boutique Bed &,5.0,142.0,"35 Breda Street, Cape Town Central 8001 South Africa",https://www.tripadvisor.com/Hotel_Review-g312659-d7849392-Reviews-Himmelblau_Boutique_Bed_Breakfast-Cape_Town_Central_Western_Cape.html,Cape Town,Motels,,,,138.5,South Africa,Cape Town
2 Inn 1,5.0,852.0,"21 Kensington Crescent Oranjezicht / Gardens, Cape Town Central 8001 South Africa",https://www.tripadvisor.com/Hotel_Review-g312659-d643648-Reviews-2_Inn_1_Kensington-Cape_Town_Central_Western_Cape.html,Cape Town,Motels,,,,138.5,South Africa,Cape Town
Boutique @,5.0,1080.0,"10 Medburn Road, Camps Bay 8005 South Africa",https://www.tripadvisor.com/Hotel_Review-g312658-d2076469-Reviews-Boutique_10-Camps_Bay_Western_Cape.html,Cape Town,Motels,,,,138.5,South Africa,Cape Town
43 on Sandstone Guest,4.9,358.0,"43 Sandstone Drive, Somerset West 7130 South Africa",https://www.tripadvisor.com/Hotel_Review-g469396-d8815226-Reviews-43_on_Sandstone_Guest_House-Somerset_West_Western_Cape.html,Cape Town,Motels,,,,138.5,South Africa,Cape Town
Blaauwheim Guest,5.0,648.0,"22 Bakkerskloof Road Jonkershoogte, Somerset West 7130 South Africa",https://www.tripadvisor.com/Hotel_Review-g469396-d1734421-Reviews-Blaauwheim_Guest_House-Somerset_West_Western_Cape.html,Cape Town,Motels,182.0,186.0,,184.0,South Africa,Cape Town
African Family,5.0,205.0,"Riverside Terrace, Hout Bay 7806 South Africa",https://www.tripadvisor.com/Hotel_Review-g469392-d2522673-Reviews-African_Family_Farm-Hout_Bay_Western_Cape.html,Cape Town,Motels,,,,138.5,South Africa,Cape Town
The,5.0,677.0,"21 Hunters Way Cape Town, Hout Bay 7806 South Africa",https://www.tripadvisor.com/Hotel_Review-g469392-d636767-Reviews-The_Tarragon-Hout_Bay_Western_Cape.html,Cape Town,Motels,,,,138.5,South Africa,Cape Town
CUBE Guest,5.0,730.0,"20 Luisa Way, Hout Bay 7806 South Africa",https://www.tripadvisor.com/Hotel_Review-g469392-d2204160-Reviews-CUBE_Guest_House-Hout_Bay_Western_Cape.html,Cape Town,Motels,,,,138.5,South Africa,Cape Town
Jardin d'Ebene Boutique,4.9,493.0,"21 Warren Street 8001 Tamboerskloof, Cape Town Central 8001 South Africa",https://www.tripadvisor.com/Hotel_Review-g312659-d637412-Reviews-Jardin_d_Ebene_Boutique_Guesthouse-Cape_Town_Central_Western_Cape.html,Cape Town,Motels,,,,138.5,South Africa,Cape Town
Welgelegen House by RETURN,4.9,733.0,"6 Stephen Street, Cape Town Central 8001 South Africa",https://www.tripadvisor.com/Hotel_Review-g312659-d482107-Reviews-Welgelegen_House_by_RETURN_Africa-Cape_Town_Central_Western_Cape.html,Cape Town,Motels,173.0,174.0,,173.5,South Africa,Cape Town
Fernwood,4.9,328.0,"35 Almond Street Fernwood, Newlands 7700 South Africa",https://www.tripadvisor.com/Hotel_Review-g312582-d1390520-Reviews-Fernwood_Manor-Newlands_Western_Cape.html,Cape Town,Motels,,,,138.5,South Africa,Cape Town
4 Heaven,5.0,405.0,"207 Helderberg College Road, Somerset West 7130 South Africa",https://www.tripadvisor.com/Hotel_Review-g469396-d1008402-Reviews-4_Heaven_Guesthouse-Somerset_West_Western_Cape.html,Cape Town,Motels,,,,138.5,South Africa,Cape Town
Cape Rose,5.0,451.0,"8 Hoopoe Avenue, Camps Bay, Camps Bay 8005 South Africa",https://www.tripadvisor.com/Hotel_Review-g312658-d735961-Reviews-Cape_Rose_Cottage-Camps_Bay_Western_Cape.html,Cape Town,Motels,,,,138.5,South Africa,Cape Town
Apricot Gardens Boutique,4.9,212.0,"32 Sweet Water Road, Gordon's Bay 7151 South Africa",https://www.tripadvisor.com/Hotel_Review-g1020231-d657691-Reviews-Apricot_Gardens_Boutique_Guesthouse-Gordon_s_Bay_Western_Cape.html,Cape Town,Motels,126.0,126.0,,126.0,South Africa,Cape Town
Redbourne Hilldrop,4.9,233.0,"12 Roseberry Avenue Oranjezicht, Cape Town Central 8001 South Africa",https://www.tripadvisor.com/Hotel_Review-g312659-d649789-Reviews-Redbourne_Hilldrop_Guesthouse-Cape_Town_Central_Western_Cape.html,Cape Town,Motels,,,,138.5,South Africa,Cape Town
Cheviot Place Guest,4.9,288.0,"18 Cheviot Place Green Point, Cape Town Central 8005 South Africa",https://www.tripadvisor.com/Hotel_Review-g312659-d1074587-Reviews-Cheviot_Place_Guest_House-Cape_Town_Central_Western_Cape.html,Cape Town,Motels,,,,138.5,South Africa,Cape Town
Rouge on Rose Boutique,4.9,1230.0,"25 Rose Street, Cape Town Central 8001 South Africa",https://www.tripadvisor.com/Hotel_Review-g312659-d1235977-Reviews-Rouge_on_Rose_Boutique_Hotel-Cape_Town_Central_Western_Cape.html,Cape Town,Motels,151.0,151.0,,151.0,South Africa,Cape Town
Smitswinkel Tented,4.3,4.0,"Plateau Road Cape Point, Table Mountain National Park South Africa",https://www.tripadvisor.com/Hotel_Review-g1026865-d5993445-Reviews-Smitswinkel_Tented_Camps-Table_Mountain_National_Park_Western_Cape.html,Cape Town,Campgrounds,,,,116.0,South Africa,Cape Town
Imhoff,3.0,18.0,,https://www.tripadvisor.com/Hotel_Review-g1214290-d6226743-Reviews-Imhoff_Park-Kommetjie_Western_Cape.html,Cape Town,Campgrounds,,,,116.0,South Africa,Cape Town
Chapmans Peak Cottages & Caravan,3.7,23.0,"Main Road, Noordhoek 7365 South Africa",https://www.tripadvisor.com/Hotel_Review-g312666-d2529749-Reviews-Chapmans_Peak_Cottages_Caravan_Park-Noordhoek_Western_Cape.html,Cape Town,Campgrounds,,,,116.0,South Africa,Cape Town
Slangkop Tented,5.0,4.0,"Slangkoppunt, Kommetjie South Africa",https://www.tripadvisor.com/Hotel_Review-g1214290-d3803569-Reviews-Slangkop_Tented_Camp-Kommetjie_Western_Cape.html,Cape Town,Campgrounds,,,,116.0,South Africa,Cape Town
Manor Fest Mountain,5.0,128.0,"44 Park Avenue, Hout Bay 7806 South Africa",https://www.tripadvisor.com/Hotel_Review-g469392-d11961198-Reviews-Manor_Fest_Mountain_Cabins-Hout_Bay_Western_Cape.html,Cape Town,Campgrounds,,,,116.0,South Africa,Cape Town
